																														Public/Private	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public	Public
867	9.445	842.58893	PC 18:1-18:2	[M+CH3COO]-		0.556	TRUE	9.29	842.59167	C44H82NO8P	PC	GDWULUGDXGHJIJ-RWLIYIGXNA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.3	95.1	96.1	100	589.76	160824_Liver_DHA_Neg_12	842.59454:6559 843.59789:5687 844.60125:2180	168.04805:56 224.06897:71 266.09735:5 278.952:11 279.23251:2602 280.92801:11 281.24734:1513 305.24301:15 486.30423:36 488.30704:46 504.3002:71 506.3143:138 697.47565:15 766.10535:20 768.55603:2217 769.55383:25 783.50818:31 842.58911:211	59.51919022	83.3101133	67.06140918	95.2950324	24	151.5208711	134.9762058	162.1381929	135.4467909	159.5174603	137.0174268	140.2361233	93.38048461	194.3040895	225.0980392	128.7769684	131.3986537	0
857	9.305	840.56433	PC 16:0-20:4	[M+CH3COO]-		0.278	TRUE	9.04	840.57599	C44H80NO8P	PC	JAVWFBAAZSHHAD-KKILVFCFNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	97.8	91.1	92.8	100	1321.62	160824_Liver_normal_Neg_02	840.5675:23713 841.57085:22966 842.57421:7256	78.96016:41 152.99248:20 163.0732:20 168.04388:178 177.09203:20 205.19684:112 224.07352:163 226.4538:5 242.07852:31 255.23119:3658 259.24573:504 285.2168:46 302.28082:61 303.23093:9679 389.0639:5 391.21542:20 462.28903:148 480.29941:837 510.29391:71 528.29266:66 695.43469:15 764.1131:46 766.4707:141 766.52148:6216 767.52576:36 781.50092:87 840.55951:638	1119.581611	1453.764163	833.7168714	1192.528726	16	147.7459165	81.34790997	113.2756264	135.0227743	186.184127	162.7408231	229.046696	179.6149312	452.0936735	619.9477124	548.1623309	568.0299177	0.135258894
859	9.308	840.5799	PC 16:0-20:4	[M+CH3COO]-		0.611	TRUE	9.04	840.57599	C44H80NO8P	PC	JAVWFBAAZSHHAD-KKILVFCFNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	97.9	92.6	95.6	100	3143.12	160824_Liver_EPA_Neg_09	840.57489:9590 841.57824:9602 842.5816:3535	78.95984:31 168.04297:102 205.19432:51 224.05424:20 224.06268:82 242.08287:20 255.19977:42 255.22906:1407 259.23911:265 276.07697:10 303.22928:3387 462.30142:122 480.30917:282 510.28525:41 528.30676:51 764.12958:23 766.53412:3098 767.51495:28 781.50598:51 840.57373:270	1179.451708	1525.41838	1189.047188	1575.035853	0	154.0471869	121.0649518	126.6636295	126.8604555	227.5809524	198.2172785	270.3788546	147.9292731	498.6004893	372.1045752	256.0665973	187.2849663	0.090172596
858	8.967	840.56622	PC 18:2-18:2	[M+CH3COO]-	similar chromatogram in higher mz_832	0.333	TRUE	8.91	840.57599	C44H80NO8P	PC	FVXDQWZBHIXIEJ-ZPPAUJSGNA-N	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	79.4	97.5	100	218.48	160824_Liver_AA_Neg_17	840.56848:1774 841.57183:1706 842.57519:610	152.99489:5 168.04477:15 224.06471:20 253.21094:15 277.22208:76 278.36264:10 279.23199:509 281.24683:280 303.22665:20 305.24228:46 486.29236:20 488.32944:5 504.31332:41 657.18048:5 753.51392:5 766.52545:503 781.50116:15 840.58502:66	35.06368621	47.64414603	39.05365223	41.57926566	24	158.1125227	115.0559486	164.9324222	152.4869565	185.2190476	221.0218762	214.4140969	192.2305174	103.0800419	79.97385621	78.5182102	92.76888556	0.045086298
854	8.921	838.55505	PC 16:0-20:5	[M+CH3COO]-	found in higher mz's MsMs_1066	0.611	TRUE	8.72	838.56036	C44H78NO8P	PC	KLTHQSWIRFFBRI-KOQZQRJKNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	98.9	90.4	95.1	100	2582.12	160824_Liver_DHA_Neg_12	838.56189:22175 839.56524:24422 840.5686:10354	71.01151:10 78.95547:31 78.95924:41 135.11932:20 149.13408:20 152.99789:31 161.14053:10 168.0425:237 177.08888:31 203.17975:173 215.19249:10 223.17197:51 224.06659:194 227.50339:10 242.08041:44 254.43825:31 255.23335:3525 256.23068:23 257.22543:1242 281.1806:10 283.20007:51 300.27328:31 301.21536:6880 391.22623:31 406.27145:31 462.30203:184 480.30988:793 508.27365:71 526.28589:61 764.51782:5908 765.52863:31 779.4859:122 838.55652:593	10.31126107	12.03189257	9.659987072	14.26522678	24	603.9056261	456.3344051	567.277145	581.6182195	1034.285714	1211.206526	1200.634361	1045.605763	60.30898287	65.7254902	52.56746445	30.27673897	0.090172596
853	8.612	838.55408	PC 18:2-18:3	[M+CH3COO]-		0.444	TRUE	8.65	838.56036	C44H78NO8P	PC	HZGAVPNEGHQJID-OFWSBFIXNA-N	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	92	95.6	100	103.88	160824_Liver_EPA_Neg_06	838.5567:1162 839.56005:1449 840.56341:498	166.01276:3 168.03871:14 221.01222:3 224.06429:20 277.21243:292 279.23178:878 301.20529:7 327.22415:14 328.23569:10 450.9588:3 484.27261:17 486.29611:14 500.92294:3 502.28815:58 504.30453:24 763.51465:10 764.52087:640 765.51215:7 779.46143:14 788.55615:10 838.55554:82	18.08519612	24.27864037	15.12087912	24.38358531	16	22.06896552	21.38135048	25.41533789	34.90186335	29.51111111	27.17093066	26.58678414	24.85396202	15.30094373	15.63398693	10.54457163	11.17726253	0.090172596
855	8.758	838.55597	PC 18:2-18:3	[M+CH3COO]-		0.222	TRUE	8.65	838.56036	C44H78NO8P	PC	HZGAVPNEGHQJID-OFWSBFIXNA-N	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.7	94.1	91.6	100	212.71	160824_Liver_AA_Neg_17	838.56592:1807 839.56927:1866 840.57263:933	166.88493:5 168.04074:36 224.07269:20 277.21918:214 279.23383:593 303.2359:15 502.27707:36 764.52539:481 765.52448:10 838.55182:61	33.84900886	48.53042384	19.48545572	62.92181425	32	6.068965517	3.436655949	6.827638573	9.142857143	15.18730159	10.22766036	15.4784141	6.726915521	29.63998602	20.47058824	29.39160597	24.72400898	0.022543149
849	8.583	836.54053	PC 14:0-22:6	[M+CH3COO]-		0.056	TRUE	8.46	836.54474	C44H76NO8P	PC	HAIPHKFLSXSDAN-FEOZPROANA-N	CCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.5	69.2	74.4	100	84.42	160824_Liver_DHA_Neg_15	836.54053:1094 837.54388:656 838.54724:1413	215.14275:10 227.1884:20 227.20329:122 241.00569:61 249.1875:10 253.22408:10 255.23085:61 256.24399:20 279.23874:10 281.25122:102 283.24243:51 299.19064:20 316.04956:10 327.23151:122 381.04434:10 418.89774:10 452.27432:51 554.29059:20 760.97235:10 762.47552:134 762.48724:261 833.9502:10 836.51105:196 836.53149:331	5.965415437	9.829626521	5.978021978	10.72656587	16	25.37931034	16.29839228	22.32953683	28.99213251	20.95238095	19.64849833	19.1154185	12.02881467	8.545263894	8.31372549	5.682969129	3.901271503	0.045086298
850	8.476	836.54327	PC 16:1-20:5	[M+CH3COO]-		0.222	TRUE	8.45	836.54474	C44H76NO8P	PC	IITWSVMUNFGFQI-MPAQOSGJNA-N	CCCCCC\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	93.5	94.9	100	109.49	160824_Liver_EPA_Neg_06	836.54327:1611 837.54662:1145 838.54998:702	180.11143:10 224.06639:31 253.21062:286 257.22748:92 277.21478:10 283.19745:21 301.21265:472 460.28937:51 478.29535:71 762.49762:545 777.51678:10 836.51813:61 836.55896:41	0.620835091	1.477129668	1.323852618	1.354643629	24	12.25408348	8.540192926	12.65907365	14.57556936	40.91428571	31.37115313	32.47929515	18.90242305	2.415938483	1.124183007	1.33194589	2.082273747	0.067629447
893	9.714	854.58801	PC 17:0-20:4	[M+CH3COO]-		0.278	TRUE	9.54	854.59167	C45H82NO8P	PC	HTEFXTFZCGTMAC-PHEBCRHUNA-N	CCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99	95.5	94	100	104.01	160824_Liver_AA_Neg_20	854.59393:1405 855.59728:1532 856.60064:509	163.07513:5 205.19981:20 222.99684:5 224.07272:20 257.22299:10 259.23871:36 261.18707:5 269.25012:265 303.23154:520 368.97098:5 476.31052:20 491.05014:5 494.31985:66 780.55408:544 854.57178:66	30.66385491	34.61854805	30.05559147	38.84233261	8	2.961887477	2.078456592	2.769931663	3.100621118	5.73968254	5.078235076	6.005286344	4.547478716	8.455784691	9.908496732	11.52133195	4.954375467	0.022543149
943	11.392	872.62018	PC 20:0-18:2	[M+CH3COO]-		0.278	TRUE	11.19	872.63861	C46H88NO8P	PC	KXXLFCAPKGRXBT-BKJOTANUNA-N	CCCCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCC\C=C/C\C=C/CCCCC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	98.8	92	94.6	100	30.18	160824_Liver_EPA_Neg_06	872.63062:675 873.63397:417 874.63733:161	106.69117:1 141.01636:2 168.04434:8 175.34883:1 217.01781:1 224.06448:6 235.55861:1 253.45337:1 277.0553:1 279.22729:410 283.26892:5 299.00562:3 307.26471:16 310.31693:2 311.29205:130 322.95044:2 480.91605:1 486.28717:3 500.95178:2 504.30496:4 518.35938:8 536.36816:19 610.86792:2 643.05823:2 724.96002:1 753.53973:2 796.03137:2 796.05524:4 798.49353:3 798.5932:323 799.60632:3 813.55957:6 872.57483:3 872.63733:33	4.885702235	7.305077633	2.937297996	3.870410367	8	6.09800363	6.441157556	5.51556568	16.93416149	17.14285714	5.885057471	10.14977974	9.765553373	12.54945823	15.94771242	18.64724246	9.741211668	0.022543149
935	10.566	870.60834	PC 18:0-20:3	[M+CH3COO]-		0.278	TRUE	10.49	870.62299	C46H86NO8P	PC	LLUINWFQEIMZRU-JOIBFBEQNA-N	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.8	93.9	93.5	100	125.26	160824_Liver_EPA_Neg_09	870.61359:1155 871.61694:1042 872.6203:301	168.039:15 283.2666:209 305.2424:595 490.31848:15 508.33691:51 530.33948:15 794.70953:11 796.57617:552 811.53577:15 849.83356:5 870.60785:61	7.018135808	12.2736047	5.853910795	9.344276458	8	29.82214156	16.29839228	21.69779803	25.04347826	19.2	26.64886911	32.56387665	18.10609037	60.35372247	115.5294118	83.46860909	67.35078534	0
930	9.927	868.60944	PC 16:0-22:4	[M+CH3COO]-	ion correlated with 741	0.167	TRUE	9.77	868.6073	C46H84NO8P	PC	HUAVKOMRGUBYMK-LTFXTMEVNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.3	90.1	95.6	100	74.1	160824_Liver_AA_Neg_20	868.60944:1843 869.61279:1218 870.61615:352	224.07495:20 253.21077:10 255.24005:235 281.24918:92 303.22922:52 327.23212:21 331.26199:563 462.29611:31 470.87265:10 480.31003:71 513.11102:10 556.34436:10 792.02838:10 794.5719:538 868.56665:51 868.59991:71	30.93378321	47.61728913	23.16742081	50.9511879	8	2.381125227	2.325401929	3.061503417	3.021118012	3.987301587	1.803485354	2.762995595	1.487884741	7.829430269	7.895424837	5.19458897	3.781600598	0.022543149
931	10.17	868.61298	PC 18:0-20:4	[M+CH3COO]-		0.889	TRUE	9.96	868.6073	C46H84NO8P	PC	HAKKEJDMTIQLJH-WKUHSSGJNA-N	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	98.4	94	94.9	100	724.59	160824_Liver_AA_Neg_19	868.60742:33203 869.61077:31499 870.61413:10252	78.95544:31 168.04454:173 205.19026:102 224.067:245 242.0743:31 257.21466:10 259.23944:487 282.38446:65 283.26245:3849 285.2298:51 297.27167:10 301.22342:36 302.2749:41 302.85168:30 303.23239:9727 419.25821:31 490.32336:122 490.34213:122 508.3356:888 510.2908:71 528.29309:61 528.32874:51 749.51196:31 792.06628:61 794.57001:7451 795.58063:51 809.54303:82 836.1178:10 868.60645:863	873.8658794	878.0595888	686.8106012	957.3183585	16	52.23956443	51.17942122	57.6340167	78.73457557	123.2	114.7111605	145.8185022	101.3647675	239.0884306	416.3137255	335.9833507	278.8332087	0.045086298
929	9.69	868.60138	PC 18:1-20:3	[M+CH3COO]-		0.056	TRUE	9.68	868.6073	C46H84NO8P	PC	JNKAOGSDBBXHEP-SAUDALOUNA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	100	92.2	93.5	100	82.27	160824_Liver_normal_Neg_01	868.60138:2062 869.60473:1781 870.60809:684	224.07034:25 255.22345:15 256.23883:15 277.22089:5 279.22842:41 281.24796:304 283.26053:10 286.2749:10 302.22357:15 305.2063:16 305.2482:1052 307.2532:20 329.24457:15 417.2251:15 488.30426:25 504.71545:5 506.31119:76 512.31036:15 526.284:5 794.55737:883 868.5921:92	13.65837199	18.28955099	13.30058177	22.44838013	0	21.02359347	14.36398714	19.04935459	19.58426501	33.8031746	34.40860215	27.23524229	22.54878847	46.12652919	35.00653595	30.2351717	29.43904263	0
924	9.408	866.58612	PC 16:0-22:5	[M+CH3COO]-		0.667	TRUE	9.25	866.59167	C46H82NO8P	PC	ARDJUHDXABDVFH-BPFCGSCHNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.2	91.4	96.9	100	304.07	160824_Liver_EPA_Neg_07	866.58612:10158 867.58947:10049 868.59283:3540	168.04106:46 224.06273:61 231.21765:31 251.20564:21 255.23141:932 259.24377:31 281.24478:102 285.26041:122 301.22787:15 303.22949:270 308.50043:5 329.24673:2172 462.30508:51 480.30057:212 506.31274:25 536.29626:36 536.32245:31 554.32556:36 721.48395:20 790.03503:20 792.55542:2547 807.50543:46 866.58691:277	134.5322649	150.72094	142.8106012	165.7088553	16	60.22504537	27.45209003	43.76006074	57.05672878	204.4698413	241.0500556	257.1559471	183.5337263	104.9367354	129.5163399	117.4998266	145.2565445	0.022543149
922	9.664	866.57568	PC 18:0-20:5	[M+CH3COO]-		0.111	TRUE	9.45	866.59167	C46H82NO8P	PC	ZMNDHWFRGYCJKG-AASFMASFNA-N	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	98.6	74.6	92.7	100	106.49	160824_Liver_normal_Neg_04	866.57568:1453 867.57903:1370 868.58239:3353	224.0634:20 231.20749:15 255.22705:138 257.22586:31 283.26172:117 285.25763:61 301.21735:178 303.22382:20 305.24188:15 329.24805:282 480.29602:46 490.32025:10 508.332:46 790.05457:10 792.54315:600 807.52087:10 866.55194:51 866.56024:82	60.73386757	99.88082249	43.74919198	68.78272138	8	86.24319419	56.20064309	65.70083523	91.21656315	185.8285714	220.974416	234.2343612	172.7413229	24.15938483	47.7124183	32.25528963	26.80628272	0.022543149
923	9.629	866.58435	PC 18:0-20:5	[M+CH3COO]-		0.444	TRUE	9.45	866.59167	C46H82NO8P	PC	ZMNDHWFRGYCJKG-AASFMASFNA-N	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.1	92.7	96.6	100	458.32	160824_Liver_EPA_Neg_07	866.58435:12419 867.5877:11052 868.59106:3627	77.45343:10 165.16704:10 168.04092:102 203.18199:122 223.17218:31 224.06892:143 255.2065:42 255.24483:31 257.22791:572 283.26199:2157 300.27588:51 301.21796:4019 329.24664:31 488.686:10 490.33121:92 508.26715:41 508.33395:490 526.27924:31 526.30841:61 790.039:41 792.55151:4371 793.54883:41 807.48145:31 807.54156:82 866.58282:468	73.7983973	94.80486781	70.86748546	99.13779698	16	98.00362976	97.37877814	87.61731207	115.1204969	256.4825397	294.7037449	302.0969163	206.5225933	27.33589654	47.16339869	26.39472771	16.15557218	0.022543149
925	9.662	866.5921	PC 18:0-20:5	[M+CH3COO]-		0.333	TRUE	9.45	866.59167	C46H82NO8P	PC	ZMNDHWFRGYCJKG-AASFMASFNA-N	CCCCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	98.9	93	96.9	100	338.82	160824_Liver_EPA_Neg_06	866.5921:10703 867.59545:10879 868.59881:3936	78.95924:20 168.03883:102 203.16365:20 203.18176:82 224.0666:122 255.22885:31 257.22546:430 282.37909:22 283.26181:1824 288.41214:23 300.26352:31 301.21536:3324 302.21533:31 305.23996:20 329.23373:20 490.30945:82 508.26413:41 508.2832:82 508.33411:457 526.29236:51 526.31183:31 790.06738:20 792.55212:4304 793.55743:51 807.49811:61 866.58356:390	72.93462674	118.4389425	84.43697479	102.8976242	8	95.36116152	98.59292605	93.27866363	100.2004141	271.8222222	306.8060808	287.2669604	189.5062213	21.56448794	36.81045752	16.42733264	10.0762902	0.022543149
915	9.207	864.55212	PC 16:0-22:6	[M+CH3COO]-	adduct linked to 1024_[M-H]-	0.167	TRUE	8.42	864.57599	C46H80NO8P	PC	IESVDEZGAHUQJU-SYGPSSPWNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	82.1	88.8	96.7	100	2988.62	160824_Liver_normal_Neg_04	864.56293:34010 865.56628:29520 866.56964:11793	78.96047:71 91.64993:10 107.08884:31 121.10625:31 145.84096:10 152.99286:20 161.12984:20 163.14926:31 168.04243:245 175.14316:31 177.16377:71 187.14911:10 191.1797:82 224.06969:245 229.19725:255 241.18623:31 249.18384:92 254.42972:44 255.23158:3665 271.17795:10 281.23743:10 283.24045:1909 297.21234:20 308.07361:10 326.19586:31 327.22876:5701 384.37228:10 391.23254:51 409.24075:31 462.28027:92 462.28635:173 478.29495:22 480.241:21 480.30283:947 534.2868:82 552.30554:51 719.44116:31 745.45258:31 777.53802:10 788.01898:51 790.52026:6918 791.50043:31 805.4469:61 805.48694:102 864.49072:134 864.56128:822	387.6170392	396.8375997	233.5151907	343.3330454	32	844.6025408	346.9581994	577.1176917	1083.945342	308.0126984	331.5090842	636.7859031	475.410609	375.2757777	878.8235294	754.9913285	821.2774869	0.045086298
919	9.217	864.57257	PC 16:0-22:6	[M+CH3COO]-	adduct linked to 1025_[M-H]-; adduct linked to 885_[M-H]-	0.722	TRUE	8.42	864.57599	C46H80NO8P	PC	IESVDEZGAHUQJU-SYGPSSPWNA-N	CCCCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	82	89.7	96.4	100	6278.67	160824_Liver_AA_Neg_17	864.57538:31434 865.57873:30089 866.58209:12816	77.43139:10 91.05465:10 105.07136:10 107.09428:20 133.0985:41 168.04095:143 175.15106:41 177.16425:92 189.16064:31 191.17647:92 201.16359:31 203.17986:41 224.0666:286 228.86749:21 229.18993:310 242.07373:31 249.18314:102 254.42233:20 255.23094:3667 281.23709:10 283.24249:1976 309.21881:31 326.19608:51 327.23154:6048 372.90521:10 391.22525:41 460.83942:10 462.29752:184 478.27258:31 480.30518:1061 489.71744:10 534.28345:112 552.29901:61 717.38232:10 788.02228:51 790.35699:26 790.53149:6979 791.52362:38 805.48248:112 864.50757:42 864.57397:793	824.6849431	844.2198909	870.4537815	1068.37149	8	1737.582577	1606.482315	1789.035687	2434.173085	1209.752381	1119.703374	1579.925991	1105.225933	700.6445299	698.5359477	548.3621228	571.3567689	0.112715745
918	8.977	864.57062	PC 18:1-20:5	[M+CH3COO]-		0.167	TRUE	8.94	864.57599	C46H80NO8P	PC	PAQLDAUPMINLDS-JDAPHBBENA-N	CCCCCCCC\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.9	90.9	94.1	100	288.18	160824_Liver_EPA_Neg_09	864.57062:3780 865.57397:3570 866.57733:1625	207.62474:10 224.071:31 255.23796:10 257.22101:51 259.23898:10 277.22214:21 281.24689:320 283.26184:10 301.21533:544 303.21936:41 488.31433:31 504.298:10 506.31842:92 788.04016:31 790.53357:730 864.58459:71	61.35470266	89.89005455	101.5436328	87.16717063	16	43.93466425	28.62508039	49.90736522	46.74782609	121.9555556	139.6277345	106.5726872	58.17419777	68.02656414	44.49673203	48.06104752	43.29693343	0.022543149
916	8.921	864.55969	PC 18:2-20:4	[M+CH3COO]-		0.167	TRUE	8.83	864.57599	C46H80NO8P	PC	RUHBZJXWUDKAMZ-ODAJXHQSNA-N	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.7	90.2	94.1	100	272.61	160824_Liver_normal_Neg_05	864.55969:3829 865.56304:4585 866.5664:1769	168.03731:41 205.19144:31 224.06355:31 259.23486:122 265.19119:21 277.21753:21 279.22977:628 281.23508:21 285.2196:20 298.27628:10 301.21991:63 303.23129:1400 481.74417:10 486.30115:41 501.85663:10 504.29977:184 510.29019:20 790.51813:1359 805.47278:41 864.53394:133	69.37157318	92.65631557	58.8907563	83.60086393	8	34.90381125	15.88681672	14.55429005	33.89482402	40.88888889	30.1134594	49.45198238	18.60903733	59.36945124	64.47058824	72.90183836	91.64397906	0.045086298
920	8.928	864.57892	PC 18:2-20:4	[M+CH3COO]-		0.278	TRUE	8.83	864.57599	C46H80NO8P	PC	RUHBZJXWUDKAMZ-ODAJXHQSNA-N	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	99.7	90.8	96.6	100	497.47	160824_Liver_AA_Neg_17	864.57471:4360 865.57806:4959 866.58142:2062	168.04451:41 205.19191:41 224.06435:41 229.20473:10 256.23486:10 259.23627:122 272.40317:21 279.23154:913 301.2196:10 303.1991:42 303.23102:2069 486.27591:31 504.25217:20 504.30603:184 510.30933:31 528.3183:31 790.45544:71 790.52686:1781 791.51099:22 805.4978:71 864.55243:185 864.58563:216	87.86166175	117.0960974	109.6108597	130.2393089	0	36.79128857	25.25016077	53.55201215	24.91097308	66.59047619	57.66407119	60.39118943	28.94040602	71.15833625	39.94771242	38.13805064	34.46522064	0.022543149
912	8.592	862.56067	PC 18:2-20:5	[M+CH3COO]-		0.056	TRUE	8.79	862.56036	C46H78NO8P	PC	HRBNRYBXXRPMKP-OMCHRGCMNA-N	CCCCC\C=C/C\C=C/CCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC	Chain resolved	TRUE	TRUE	TRUE		FALSE	null	null	100	98.7	92.8	97.1	100	459.92	160824_Liver_EPA_Neg_07	862.56067:3752 863.56402:4383 864.56738:1706	78.95456:8 168.02814:5 168.04643:31 177.09103:8 203.17998:33 224.07101:51 242.07181:8 243.01671:3 257.23013:166 259.24588:8 277.2175:18 278.37689:8 279.2345:1047 283.20493:15 301.21542:1180 303.22684:23 486.29007:36 504.31104:150 508.26691:15 526.2887:41 786.00232:10 788.44897:36 788.52026:1860 789.53888:10 803.44434:10 803.48035:31 862.55786:156	8.664698439	9.104490138	11.29411765	12.85529158	16	33.21960073	28.87202572	47.16173121	52.97556936	89.75238095	89.03522432	78.04052863	58.92861821	10.42432716	5.803921569	5.660770031	7.419596111	0.090172596
